"DiffPos","S1","S2","Contrast","PhonX","FeatX"
"VC","bic","bik","bic-bik","c-k","manXplc_obs"
"VC","bic","bil","bic-bil","c-l","multi"
"VC","bic","bim","bic-bim","c-m","multi"
"VC","bic","bin","bic-bin","c-n","multi"
"VC","bic","biN","bic-biN","c-N","multi"
"VC","bic","bip","bic-bip","c-p","manXplc_obs"
"VC","bic","bir","bic-bir","c-r","multi"
"VC","bic","bis","bic-bis","c-s","manXplc_obs"
"VC","bic","biS","bic-biS","c-S","man_obs"
"VC","bic","bit","bic-bit","c-t","manXplc_obs"
"VC","bic","biT","bic-biT","c-T","manXplc_obs"
"VC","bic","biv","bic-biv","c-v","multi"
"VC","bic","biz","bic-biz","c-z","multi"
"VC","bid","biD","bid-biD","d-D","manXplc_obs"
"VC","bid","bif","bid-bif","d-f","multi"
"VC","bid","big","bid-big","d-g","plc_plos"
"VC","bid","bij","bid-bij","d-j","manXplc_obs"
"VC","bid","bik","bid-bik","d-k","voiXplc"
"VC","bid","bil","bid-bil","d-l","multi"
"VC","bid","bim","bid-bim","d-m","multi"
"VC","bid","bin","bid-bin","d-n","nasXson"
"VC","bid","biN","bid-biN","d-N","multi"
"VC","bid","bip","bid-bip","d-p","voiXplc"
"VC","bid","bir","bid-bir","d-r","multi"
"VC","bid","bis","bid-bis","d-s","voiXman"
"VC","bid","biS","bid-biS","d-S","multi"
"VC","bid","bit","bid-bit","d-t","voi_plos"
"VC","bid","biT","bid-biT","d-T","multi"
"VC","bid","biv","bid-biv","d-v","manXplc_obs"
"VC","bid","biz","bid-biz","d-z","man_obs"
"VC","biD","bif","biD-bif","D-f","voiXplc"
"VC","biD","big","biD-big","D-g","manXplc_obs"
"VC","biD","bij","biD-bij","D-j","manXplc_obs"
"VC","biD","bik","biD-bik","D-k","multi"
"VC","biD","bil","biD-bil","D-l","multi"
"VC","biD","bim","biD-bim","D-m","multi"
"VC","biD","bin","biD-bin","D-n","multi"
"VC","biD","biN","biD-biN","D-N","multi"
"VC","biD","bip","biD-bip","D-p","multi"
"VC","biD","bir","biD-bir","D-r","multi"
"VC","biD","bis","biD-bis","D-s","voiXplc"
"VC","biD","biS","biD-biS","D-S","voiXplc"
"VC","biD","bit","biD-bit","D-t","voiXman"
"VC","biD","biT","biD-biT","D-T","voi_fric"
"VC","biD","biv","biD-biv","D-v","plc_fric"
"VC","biD","biz","biD-biz","D-z","plc_fric"
"VC","bif","big","bif-big","f-g","multi"
"VC","bif","bij","bif-bij","f-j","multi"
"VC","bif","bik","bif-bik","f-k","manXplc_obs"
"VC","bif","bil","bif-bil","f-l","multi"
"VC","bif","bim","bif-bim","f-m","multi"
"VC","bif","bin","bif-bin","f-n","multi"
"VC","bif","biN","bif-biN","f-N","multi"
"VC","bif","bip","bif-bip","f-p","man_obs"
"VC","bif","bir","bif-bir","f-r","multi"
"VC","bif","bis","bif-bis","f-s","plc_fric"
"VC","bif","biS","bif-biS","f-S","plc_fric"
"VC","bif","bit","bif-bit","f-t","manXplc_obs"
"VC","bif","biT","bif-biT","f-T","plc_fric"
"VC","bif","biv","bif-biv","f-v","voi_fric"
"VC","bif","biz","bif-biz","f-z","voiXplc"
"VC","big","bij","big-bij","g-j","manXplc_obs"
"VC","big","bik","big-bik","g-k","voi_plos"
"VC","big","bil","big-bil","g-l","multi"
"VC","big","bim","big-bim","g-m","multi"
"VC","big","bin","big-bin","g-n","multi"
"VC","big","biN","big-biN","g-N","nasXson"
"VC","big","bip","big-bip","g-p","voiXplc"
"VC","big","bir","big-bir","g-r","multi"
"VC","big","bis","big-bis","g-s","multi"
"VC","big","biS","big-biS","g-S","multi"
"VC","big","bit","big-bit","g-t","voiXplc"
"VC","big","biT","big-biT","g-T","multi"
"VC","big","biv","big-biv","g-v","manXplc_obs"
"VC","big","biz","big-biz","g-z","manXplc_obs"
"VC","bij","bik","bij-bik","j-k","multi"
"VC","bij","bil","bij-bil","j-l","multi"
"VC","bij","bim","bij-bim","j-m","multi"
"VC","bij","bin","bij-bin","j-n","multi"
"VC","bij","biN","bij-biN","j-N","multi"
"VC","bij","bip","bij-bip","j-p","multi"
"VC","bij","bir","bij-bir","j-r","multi"
"VC","bij","bis","bij-bis","j-s","multi"
"VC","bij","biS","bij-biS","j-S","voiXman"
"VC","bij","bit","bij-bit","j-t","voiXman"
"VC","bij","biT","bij-biT","j-T","multi"
"VC","bij","biv","bij-biv","j-v","manXplc_obs"
"VC","bij","biz","bij-biz","j-z","manXplc_obs"
"VC","bik","bil","bik-bil","k-l","multi"
"VC","bik","bim","bik-bim","k-m","multi"
"VC","bik","bin","bik-bin","k-n","multi"
"VC","bik","biN","bik-biN","k-N","multi"
"VC","bik","bip","bik-bip","k-p","plc_plos"
"VC","bik","bir","bik-bir","k-r","multi"
"VC","bik","bis","bik-bis","k-s","manXplc_obs"
"VC","bik","biS","bik-biS","k-S","manXplc_obs"
"VC","bik","bit","bik-bit","k-t","plc_plos"
"VC","bik","biT","bik-biT","k-T","manXplc_obs"
"VC","bik","biv","bik-biv","k-v","multi"
"VC","bik","biz","bik-biz","k-z","multi"
"VC","bil","bim","bil-bim","l-m","manXplc_son"
"VC","bil","bin","bil-bin","l-n","nasXlat"
"VC","bil","biN","bil-biN","l-N","manXplc_son"
"VC","bil","bip","bil-bip","l-p","multi"
"VC","bil","bir","bil-bir","l-r","man_son"
"VC","bil","bis","bil-bis","l-s","multi"
"VC","bil","biS","bil-biS","l-S","multi"
"VC","bil","bit","bil-bit","l-t","multi"
"VC","bil","biT","bil-biT","l-T","multi"
"VC","bil","biv","bil-biv","l-v","multi"
"VC","bil","biz","bil-biz","l-z","multi"
"VC","bim","bin","bim-bin","m-n","plc_nas"
"VC","bim","biN","bim-biN","m-N","plc_nas"
"VC","bim","bip","bim-bip","m-p","multi"
"VC","bim","bir","bim-bir","m-r","manXplc_son"
"VC","bim","bis","bim-bis","m-s","multi"
"VC","bim","biS","bim-biS","m-S","multi"
"VC","bim","bit","bim-bit","m-t","multi"
"VC","bim","biT","bim-biT","m-T","multi"
"VC","bim","biv","bim-biv","m-v","multi"
"VC","bim","biz","bim-biz","m-z","multi"
"VC","bin","biN","bin-biN","n-N","plc_nas"
"VC","bin","bip","bin-bip","n-p","multi"
"VC","bin","bir","bin-bir","n-r","man_son"
"VC","bin","bis","bin-bis","n-s","multi"
"VC","bin","biS","bin-biS","n-S","multi"
"VC","bin","bit","bin-bit","n-t","multi"
"VC","bin","biT","bin-biT","n-T","multi"
"VC","bin","biv","bin-biv","n-v","multi"
"VC","bin","biz","bin-biz","n-z","multi"
"VC","biN","bip","biN-bip","N-p","multi"
"VC","biN","bir","biN-bir","N-r","manXplc_son"
"VC","biN","bis","biN-bis","N-s","multi"
"VC","biN","biS","biN-biS","N-S","multi"
"VC","biN","bit","biN-bit","N-t","multi"
"VC","biN","biT","biN-biT","N-T","multi"
"VC","biN","biv","biN-biv","N-v","multi"
"VC","biN","biz","biN-biz","N-z","multi"
"VC","bip","bir","bip-bir","p-r","multi"
"VC","bip","bis","bip-bis","p-s","manXplc_obs"
"VC","bip","biS","bip-biS","p-S","manXplc_obs"
"VC","bip","bit","bip-bit","p-t","plc_plos"
"VC","bip","biT","bip-biT","p-T","manXplc_obs"
"VC","bip","biv","bip-biv","p-v","voiXman"
"VC","bip","biz","bip-biz","p-z","multi"
"VC","bir","bis","bir-bis","r-s","multi"
"VC","bir","biS","bir-biS","r-S","multi"
"VC","bir","bit","bir-bit","r-t","multi"
"VC","bir","biT","bir-biT","r-T","multi"
"VC","bir","biv","bir-biv","r-v","multi"
"VC","bir","biz","bir-biz","r-z","multi"
"VC","bis","biS","bis-biS","s-S","plc_fric"
"VC","bis","bit","bis-bit","s-t","man_obs"
"VC","bis","biT","bis-biT","s-T","plc_fric"
"VC","bis","biv","bis-biv","s-v","voiXplc"
"VC","bis","biz","bis-biz","s-z","voi_fric"
"VC","biS","bit","biS-bit","S-t","manXplc_obs"
"VC","biS","biT","biS-biT","S-T","plc_fric"
"VC","biS","biv","biS-biv","S-v","voiXplc"
"VC","biS","biz","biS-biz","S-z","voiXplc"
"VC","bit","biT","bit-biT","t-T","manXplc_obs"
"VC","bit","biv","bit-biv","t-v","multi"
"VC","bit","biz","bit-biz","t-z","voiXman"
"VC","biT","biv","biT-biv","T-v","voiXplc"
"VC","biT","biz","biT-biz","T-z","voiXplc"
"VC","biv","biz","biv-biz","v-z","plc_fric"
"VC","bub","buc","bub-buc","b-c","multi"
"VC","bub","bud","bub-bud","b-d","plc_plos"
"VC","bub","buD","bub-buD","b-D","manXplc_obs"
"VC","bub","buf","bub-buf","b-f","voiXman"
"VC","bub","bug","bub-bug","b-g","plc_plos"
"VC","bub","buj","bub-buj","b-j","manXplc_obs"
"VC","bub","buk","bub-buk","b-k","voiXplc"
"VC","bub","bul","bub-bul","b-l","multi"
"VC","bub","bum","bub-bum","b-m","nasXson"
"VC","bub","bun","bub-bun","b-n","multi"
"VC","bub","buN","bub-buN","b-N","multi"
"VC","bub","bup","bub-bup","b-p","voi_plos"
"VC","bub","bur","bub-bur","b-r","multi"
"VC","bub","bus","bub-bus","b-s","multi"
"VC","bub","buS","bub-buS","b-S","multi"
"VC","bub","but","bub-but","b-t","voiXplc"
"VC","bub","buT","bub-buT","b-T","multi"
"VC","bub","buv","bub-buv","b-v","man_obs"
"VC","bub","buz","bub-buz","b-z","manXplc_obs"
"VC","buc","bud","buc-bud","c-d","multi"
"VC","buc","buD","buc-buD","c-D","multi"
"VC","buc","buf","buc-buf","c-f","manXplc_obs"
"VC","buc","bug","buc-bug","c-g","multi"
"VC","buc","buj","buc-buj","c-j","voi_aff"
"VC","buc","buk","buc-buk","c-k","manXplc_obs"
"VC","buc","bul","buc-bul","c-l","multi"
"VC","buc","bum","buc-bum","c-m","multi"
"VC","buc","bun","buc-bun","c-n","multi"
"VC","buc","buN","buc-buN","c-N","multi"
"VC","buc","bup","buc-bup","c-p","manXplc_obs"
"VC","buc","bur","buc-bur","c-r","multi"
"VC","buc","bus","buc-bus","c-s","manXplc_obs"
"VC","buc","buS","buc-buS","c-S","man_obs"
"VC","buc","but","buc-but","c-t","manXplc_obs"
"VC","buc","buT","buc-buT","c-T","manXplc_obs"
"VC","buc","buv","buc-buv","c-v","multi"
"VC","buc","buz","buc-buz","c-z","multi"
"VC","bud","buD","bud-buD","d-D","manXplc_obs"
"VC","bud","buf","bud-buf","d-f","multi"
"VC","bud","bug","bud-bug","d-g","plc_plos"
"VC","bud","buj","bud-buj","d-j","manXplc_obs"
"VC","bud","buk","bud-buk","d-k","voiXplc"
"VC","bud","bul","bud-bul","d-l","multi"
"VC","bud","bum","bud-bum","d-m","multi"
"VC","bud","bun","bud-bun","d-n","nasXson"
"VC","bud","buN","bud-buN","d-N","multi"
"VC","bud","bup","bud-bup","d-p","voiXplc"
"VC","bud","bur","bud-bur","d-r","multi"
"VC","bud","bus","bud-bus","d-s","voiXman"
"VC","bud","buS","bud-buS","d-S","multi"
"VC","bud","but","bud-but","d-t","voi_plos"
"VC","bud","buT","bud-buT","d-T","multi"
"VC","bud","buv","bud-buv","d-v","manXplc_obs"
"VC","bud","buz","bud-buz","d-z","man_obs"
"VC","buD","buf","buD-buf","D-f","voiXplc"
"VC","buD","bug","buD-bug","D-g","manXplc_obs"
"VC","buD","buj","buD-buj","D-j","manXplc_obs"
"VC","buD","buk","buD-buk","D-k","multi"
"VC","buD","bul","buD-bul","D-l","multi"
"VC","buD","bum","buD-bum","D-m","multi"
"VC","buD","bun","buD-bun","D-n","multi"
"VC","buD","buN","buD-buN","D-N","multi"
"VC","buD","bup","buD-bup","D-p","multi"
"VC","buD","bur","buD-bur","D-r","multi"
"VC","buD","bus","buD-bus","D-s","voiXplc"
"VC","buD","buS","buD-buS","D-S","voiXplc"
"VC","buD","but","buD-but","D-t","voiXman"
"VC","buD","buT","buD-buT","D-T","voi_fric"
"VC","buD","buv","buD-buv","D-v","plc_fric"
"VC","buD","buz","buD-buz","D-z","plc_fric"
"VC","buf","bug","buf-bug","f-g","multi"
"VC","buf","buj","buf-buj","f-j","multi"
"VC","buf","buk","buf-buk","f-k","manXplc_obs"
"VC","buf","bul","buf-bul","f-l","multi"
"VC","buf","bum","buf-bum","f-m","multi"
"VC","buf","bun","buf-bun","f-n","multi"
"VC","buf","buN","buf-buN","f-N","multi"
"VC","buf","bup","buf-bup","f-p","man_obs"
"VC","buf","bur","buf-bur","f-r","multi"
"VC","buf","bus","buf-bus","f-s","plc_fric"
"VC","buf","buS","buf-buS","f-S","plc_fric"
"VC","buf","but","buf-but","f-t","manXplc_obs"
"VC","buf","buT","buf-buT","f-T","plc_fric"
"VC","buf","buv","buf-buv","f-v","voi_fric"
"VC","buf","buz","buf-buz","f-z","voiXplc"
"VC","bug","buj","bug-buj","g-j","manXplc_obs"
"VC","bug","buk","bug-buk","g-k","voi_plos"
"VC","bug","bul","bug-bul","g-l","multi"
"VC","bug","bum","bug-bum","g-m","multi"
"VC","bug","bun","bug-bun","g-n","multi"
"VC","bug","buN","bug-buN","g-N","nasXson"
"VC","bug","bup","bug-bup","g-p","voiXplc"
"VC","bug","bur","bug-bur","g-r","multi"
"VC","bug","bus","bug-bus","g-s","multi"
"VC","bug","buS","bug-buS","g-S","multi"
"VC","bug","but","bug-but","g-t","voiXplc"
"VC","bug","buT","bug-buT","g-T","multi"
"VC","bug","buv","bug-buv","g-v","manXplc_obs"
"VC","bug","buz","bug-buz","g-z","manXplc_obs"
"VC","buj","buk","buj-buk","j-k","multi"
"VC","buj","bul","buj-bul","j-l","multi"
"VC","buj","bum","buj-bum","j-m","multi"
"VC","buj","bun","buj-bun","j-n","multi"
"VC","buj","buN","buj-buN","j-N","multi"
"VC","buj","bup","buj-bup","j-p","multi"
"VC","buj","bur","buj-bur","j-r","multi"
"VC","buj","bus","buj-bus","j-s","multi"
"VC","buj","buS","buj-buS","j-S","voiXman"
"VC","buj","but","buj-but","j-t","voiXman"
"VC","buj","buT","buj-buT","j-T","multi"
"VC","buj","buv","buj-buv","j-v","manXplc_obs"
"VC","buj","buz","buj-buz","j-z","manXplc_obs"
"VC","buk","bul","buk-bul","k-l","multi"
"VC","buk","bum","buk-bum","k-m","multi"
"VC","buk","bun","buk-bun","k-n","multi"
"VC","buk","buN","buk-buN","k-N","multi"
"VC","buk","bup","buk-bup","k-p","plc_plos"
"VC","buk","bur","buk-bur","k-r","multi"
"VC","buk","bus","buk-bus","k-s","manXplc_obs"
"VC","buk","buS","buk-buS","k-S","manXplc_obs"
"VC","buk","but","buk-but","k-t","plc_plos"
"VC","buk","buT","buk-buT","k-T","manXplc_obs"
"VC","buk","buv","buk-buv","k-v","multi"
"VC","buk","buz","buk-buz","k-z","multi"
"VC","bul","bum","bul-bum","l-m","manXplc_son"
"VC","bul","bun","bul-bun","l-n","nasXlat"
"VC","bul","buN","bul-buN","l-N","manXplc_son"
"VC","bul","bup","bul-bup","l-p","multi"
"VC","bul","bur","bul-bur","l-r","man_son"
"VC","bul","bus","bul-bus","l-s","multi"
"VC","bul","buS","bul-buS","l-S","multi"
"VC","bul","but","bul-but","l-t","multi"
"VC","bul","buT","bul-buT","l-T","multi"
"VC","bul","buv","bul-buv","l-v","multi"
"VC","bul","buz","bul-buz","l-z","multi"
"VC","bum","bun","bum-bun","m-n","plc_nas"
"VC","bum","buN","bum-buN","m-N","plc_nas"
"VC","bum","bup","bum-bup","m-p","multi"
"VC","bum","bur","bum-bur","m-r","manXplc_son"
"VC","bum","bus","bum-bus","m-s","multi"
"VC","bum","buS","bum-buS","m-S","multi"
"VC","bum","but","bum-but","m-t","multi"
"VC","bum","buT","bum-buT","m-T","multi"
"VC","bum","buv","bum-buv","m-v","multi"
"VC","bum","buz","bum-buz","m-z","multi"
"VC","bun","buN","bun-buN","n-N","plc_nas"
"VC","bun","bup","bun-bup","n-p","multi"
"VC","bun","bur","bun-bur","n-r","man_son"
"VC","bun","bus","bun-bus","n-s","multi"
"VC","bun","buS","bun-buS","n-S","multi"
"VC","bun","but","bun-but","n-t","multi"
"VC","bun","buT","bun-buT","n-T","multi"
"VC","bun","buv","bun-buv","n-v","multi"
"VC","bun","buz","bun-buz","n-z","multi"
"VC","buN","bup","buN-bup","N-p","multi"
"VC","buN","bur","buN-bur","N-r","manXplc_son"
"VC","buN","bus","buN-bus","N-s","multi"
"VC","buN","buS","buN-buS","N-S","multi"
"VC","buN","but","buN-but","N-t","multi"
"VC","buN","buT","buN-buT","N-T","multi"
"VC","buN","buv","buN-buv","N-v","multi"
"VC","buN","buz","buN-buz","N-z","multi"
"VC","bup","bur","bup-bur","p-r","multi"
"VC","bup","bus","bup-bus","p-s","manXplc_obs"
"VC","bup","buS","bup-buS","p-S","manXplc_obs"
"VC","bup","but","bup-but","p-t","plc_plos"
"VC","bup","buT","bup-buT","p-T","manXplc_obs"
"VC","bup","buv","bup-buv","p-v","voiXman"
"VC","bup","buz","bup-buz","p-z","multi"
"VC","bur","bus","bur-bus","r-s","multi"
"VC","bur","buS","bur-buS","r-S","multi"
"VC","bur","but","bur-but","r-t","multi"
"VC","bur","buT","bur-buT","r-T","multi"
"VC","bur","buv","bur-buv","r-v","multi"
"VC","bur","buz","bur-buz","r-z","multi"
"VC","bus","buS","bus-buS","s-S","plc_fric"
"VC","bus","but","bus-but","s-t","man_obs"
"VC","bus","buT","bus-buT","s-T","plc_fric"
"VC","bus","buv","bus-buv","s-v","voiXplc"
"VC","bus","buz","bus-buz","s-z","voi_fric"
"VC","buS","but","buS-but","S-t","manXplc_obs"
"VC","buS","buT","buS-buT","S-T","plc_fric"
"VC","buS","buv","buS-buv","S-v","voiXplc"
"VC","buS","buz","buS-buz","S-z","voiXplc"
"VC","but","buT","but-buT","t-T","manXplc_obs"
"VC","but","buv","but-buv","t-v","multi"
"VC","but","buz","but-buz","t-z","voiXman"
"VC","buT","buv","buT-buv","T-v","voiXplc"
"VC","buT","buz","buT-buz","T-z","voiXplc"
"VC","buv","buz","buv-buz","v-z","plc_fric"
"VC","pab","pac","pab-pac","b-c","multi"
"VC","pab","pad","pab-pad","b-d","plc_plos"
"VC","pab","paD","pab-paD","b-D","manXplc_obs"
"VC","pab","paf","pab-paf","b-f","voiXman"
"VC","pab","pag","pab-pag","b-g","plc_plos"
"VC","pab","paj","pab-paj","b-j","manXplc_obs"
"VC","pab","pak","pab-pak","b-k","voiXplc"
"VC","pab","pal","pab-pal","b-l","multi"
"VC","pab","pam","pab-pam","b-m","nasXson"
"VC","pab","pan","pab-pan","b-n","multi"
"VC","pab","paN","pab-paN","b-N","multi"
"VC","pab","pap","pab-pap","b-p","voi_plos"
"VC","pab","par","pab-par","b-r","multi"
"VC","pab","pas","pab-pas","b-s","multi"
"VC","pab","paS","pab-paS","b-S","multi"
"VC","pab","pat","pab-pat","b-t","voiXplc"
"VC","pab","paT","pab-paT","b-T","multi"
"VC","pab","pav","pab-pav","b-v","man_obs"
"VC","pab","paz","pab-paz","b-z","manXplc_obs"
"VC","pac","pad","pac-pad","c-d","multi"
"VC","pac","paD","pac-paD","c-D","multi"
"VC","pac","paf","pac-paf","c-f","manXplc_obs"
"VC","pac","pag","pac-pag","c-g","multi"
"VC","pac","paj","pac-paj","c-j","voi_aff"
"VC","pac","pak","pac-pak","c-k","manXplc_obs"
"VC","pac","pal","pac-pal","c-l","multi"
"VC","pac","pam","pac-pam","c-m","multi"
"VC","pac","pan","pac-pan","c-n","multi"
"VC","pac","paN","pac-paN","c-N","multi"
"VC","pac","pap","pac-pap","c-p","manXplc_obs"
"VC","pac","par","pac-par","c-r","multi"
"VC","pac","pas","pac-pas","c-s","manXplc_obs"
"VC","pac","paS","pac-paS","c-S","man_obs"
"VC","pac","pat","pac-pat","c-t","manXplc_obs"
"VC","pac","paT","pac-paT","c-T","manXplc_obs"
"VC","pac","pav","pac-pav","c-v","multi"
"VC","pac","paz","pac-paz","c-z","multi"
"VC","pad","paD","pad-paD","d-D","manXplc_obs"
"VC","pad","paf","pad-paf","d-f","multi"
"VC","pad","pag","pad-pag","d-g","plc_plos"
"VC","pad","paj","pad-paj","d-j","manXplc_obs"
"VC","pad","pak","pad-pak","d-k","voiXplc"
"VC","pad","pal","pad-pal","d-l","multi"
"VC","pad","pam","pad-pam","d-m","multi"
"VC","pad","pan","pad-pan","d-n","nasXson"
"VC","pad","paN","pad-paN","d-N","multi"
"VC","pad","pap","pad-pap","d-p","voiXplc"
"VC","pad","par","pad-par","d-r","multi"
"VC","pad","pas","pad-pas","d-s","voiXman"
"VC","pad","paS","pad-paS","d-S","multi"
"VC","pad","pat","pad-pat","d-t","voi_plos"
"VC","pad","paT","pad-paT","d-T","multi"
"VC","pad","pav","pad-pav","d-v","manXplc_obs"
"VC","pad","paz","pad-paz","d-z","man_obs"
"VC","paD","paf","paD-paf","D-f","voiXplc"
"VC","paD","pag","paD-pag","D-g","manXplc_obs"
"VC","paD","paj","paD-paj","D-j","manXplc_obs"
"VC","paD","pak","paD-pak","D-k","multi"
"VC","paD","pal","paD-pal","D-l","multi"
"VC","paD","pam","paD-pam","D-m","multi"
"VC","paD","pan","paD-pan","D-n","multi"
"VC","paD","paN","paD-paN","D-N","multi"
"VC","paD","pap","paD-pap","D-p","multi"
"VC","paD","par","paD-par","D-r","multi"
"VC","paD","pas","paD-pas","D-s","voiXplc"
"VC","paD","paS","paD-paS","D-S","voiXplc"
"VC","paD","pat","paD-pat","D-t","voiXman"
"VC","paD","paT","paD-paT","D-T","voi_fric"
"VC","paD","pav","paD-pav","D-v","plc_fric"
"VC","paD","paz","paD-paz","D-z","plc_fric"
"VC","paf","pag","paf-pag","f-g","multi"
"VC","paf","paj","paf-paj","f-j","multi"
"VC","paf","pak","paf-pak","f-k","manXplc_obs"
"VC","paf","pal","paf-pal","f-l","multi"
"VC","paf","pam","paf-pam","f-m","multi"
"VC","paf","pan","paf-pan","f-n","multi"
"VC","paf","paN","paf-paN","f-N","multi"
"VC","paf","pap","paf-pap","f-p","man_obs"
"VC","paf","par","paf-par","f-r","multi"
"VC","paf","pas","paf-pas","f-s","plc_fric"
"VC","paf","paS","paf-paS","f-S","plc_fric"
"VC","paf","pat","paf-pat","f-t","manXplc_obs"
"VC","paf","paT","paf-paT","f-T","plc_fric"
"VC","paf","pav","paf-pav","f-v","voi_fric"
"VC","paf","paz","paf-paz","f-z","voiXplc"
"VC","pag","paj","pag-paj","g-j","manXplc_obs"
"VC","pag","pak","pag-pak","g-k","voi_plos"
"VC","pag","pal","pag-pal","g-l","multi"
"VC","pag","pam","pag-pam","g-m","multi"
"VC","pag","pan","pag-pan","g-n","multi"
"VC","pag","paN","pag-paN","g-N","nasXson"
"VC","pag","pap","pag-pap","g-p","voiXplc"
"VC","pag","par","pag-par","g-r","multi"
"VC","pag","pas","pag-pas","g-s","multi"
"VC","pag","paS","pag-paS","g-S","multi"
"VC","pag","pat","pag-pat","g-t","voiXplc"
"VC","pag","paT","pag-paT","g-T","multi"
"VC","pag","pav","pag-pav","g-v","manXplc_obs"
"VC","pag","paz","pag-paz","g-z","manXplc_obs"
"VC","paj","pak","paj-pak","j-k","multi"
"VC","paj","pal","paj-pal","j-l","multi"
"VC","paj","pam","paj-pam","j-m","multi"
"VC","paj","pan","paj-pan","j-n","multi"
"VC","paj","paN","paj-paN","j-N","multi"
"VC","paj","pap","paj-pap","j-p","multi"
"VC","paj","par","paj-par","j-r","multi"
"VC","paj","pas","paj-pas","j-s","multi"
"VC","paj","paS","paj-paS","j-S","voiXman"
"VC","paj","pat","paj-pat","j-t","voiXman"
"VC","paj","paT","paj-paT","j-T","multi"
"VC","paj","pav","paj-pav","j-v","manXplc_obs"
"VC","paj","paz","paj-paz","j-z","manXplc_obs"
"VC","pak","pal","pak-pal","k-l","multi"
"VC","pak","pam","pak-pam","k-m","multi"
"VC","pak","pan","pak-pan","k-n","multi"
"VC","pak","paN","pak-paN","k-N","multi"
"VC","pak","pap","pak-pap","k-p","plc_plos"
"VC","pak","par","pak-par","k-r","multi"
"VC","pak","pas","pak-pas","k-s","manXplc_obs"
"VC","pak","paS","pak-paS","k-S","manXplc_obs"
"VC","pak","pat","pak-pat","k-t","plc_plos"
"VC","pak","paT","pak-paT","k-T","manXplc_obs"
"VC","pak","pav","pak-pav","k-v","multi"
"VC","pak","paz","pak-paz","k-z","multi"
"VC","pal","pam","pal-pam","l-m","manXplc_son"
"VC","pal","pan","pal-pan","l-n","nasXlat"
"VC","pal","paN","pal-paN","l-N","manXplc_son"
"VC","pal","pap","pal-pap","l-p","multi"
"VC","pal","par","pal-par","l-r","man_son"
"VC","pal","pas","pal-pas","l-s","multi"
"VC","pal","paS","pal-paS","l-S","multi"
"VC","pal","pat","pal-pat","l-t","multi"
"VC","pal","paT","pal-paT","l-T","multi"
"VC","pal","pav","pal-pav","l-v","multi"
"VC","pal","paz","pal-paz","l-z","multi"
"VC","pam","pan","pam-pan","m-n","plc_nas"
"VC","pam","paN","pam-paN","m-N","plc_nas"
"VC","pam","pap","pam-pap","m-p","multi"
"VC","pam","par","pam-par","m-r","manXplc_son"
"VC","pam","pas","pam-pas","m-s","multi"
"VC","pam","paS","pam-paS","m-S","multi"
"VC","pam","pat","pam-pat","m-t","multi"
"VC","pam","paT","pam-paT","m-T","multi"
"VC","pam","pav","pam-pav","m-v","multi"
"VC","pam","paz","pam-paz","m-z","multi"
"VC","pan","paN","pan-paN","n-N","plc_nas"
"VC","pan","pap","pan-pap","n-p","multi"
"VC","pan","par","pan-par","n-r","man_son"
"VC","pan","pas","pan-pas","n-s","multi"
"VC","pan","paS","pan-paS","n-S","multi"
"VC","pan","pat","pan-pat","n-t","multi"
"VC","pan","paT","pan-paT","n-T","multi"
"VC","pan","pav","pan-pav","n-v","multi"
"VC","pan","paz","pan-paz","n-z","multi"
"VC","paN","pap","paN-pap","N-p","multi"
"VC","paN","par","paN-par","N-r","manXplc_son"
"VC","paN","pas","paN-pas","N-s","multi"
"VC","paN","paS","paN-paS","N-S","multi"
"VC","paN","pat","paN-pat","N-t","multi"
"VC","paN","paT","paN-paT","N-T","multi"
"VC","paN","pav","paN-pav","N-v","multi"
"VC","paN","paz","paN-paz","N-z","multi"
"VC","pap","par","pap-par","p-r","multi"
"VC","pap","pas","pap-pas","p-s","manXplc_obs"
"VC","pap","paS","pap-paS","p-S","manXplc_obs"
"VC","pap","pat","pap-pat","p-t","plc_plos"
"VC","pap","paT","pap-paT","p-T","manXplc_obs"
"VC","pap","pav","pap-pav","p-v","voiXman"
"VC","pap","paz","pap-paz","p-z","multi"
"VC","par","pas","par-pas","r-s","multi"
"VC","par","paS","par-paS","r-S","multi"
"VC","par","pat","par-pat","r-t","multi"
"VC","par","paT","par-paT","r-T","multi"
"VC","par","pav","par-pav","r-v","multi"
"VC","par","paz","par-paz","r-z","multi"
"VC","pas","paS","pas-paS","s-S","plc_fric"
"VC","pas","pat","pas-pat","s-t","man_obs"
"VC","pas","paT","pas-paT","s-T","plc_fric"
"VC","pas","pav","pas-pav","s-v","voiXplc"
"VC","pas","paz","pas-paz","s-z","voi_fric"
"VC","paS","pat","paS-pat","S-t","manXplc_obs"
"VC","paS","paT","paS-paT","S-T","plc_fric"
"VC","paS","pav","paS-pav","S-v","voiXplc"
"VC","paS","paz","paS-paz","S-z","voiXplc"
"VC","pat","paT","pat-paT","t-T","manXplc_obs"
"VC","pat","pav","pat-pav","t-v","multi"
"VC","pat","paz","pat-paz","t-z","voiXman"
"VC","paT","pav","paT-pav","T-v","voiXplc"
"VC","paT","paz","paT-paz","T-z","voiXplc"
"VC","pav","paz","pav-paz","v-z","plc_fric"
"VC","pib","pic","pib-pic","b-c","multi"
"VC","pib","pid","pib-pid","b-d","plc_plos"
